media_id,product_id,media_type,file_name,file_path,source_post_url,notes
M_SA058_01,KP004,reel,SA058_main.jpg,/data/shubham_art/media/SA058_main.jpg,https://www.instagram.com/shubham__art/reel/DVEJzOiE2hq/,Visual variant showing 'Balck with backlit LED Nameplate' under base product 'Custom Acrylic LED Backlit Nameplate'.
M_SA002_01,KP005,reel,SA002_main.jpg,/data/shubham_art/media/SA002_main.jpg,https://www.instagram.com/shubham__art/reel/DUbJodQk0Wz/,Visual variant showing 'छत्रपती शिवाजी महाराज नेम प्लेट' under base product 'Personalized Door Nameplate'.
M_SA016_01,KP005,reel,SA016_main.jpg,/data/shubham_art/media/SA016_main.jpg,https://www.instagram.com/shubham__art/reel/DUioHZjAne6/,Visual variant showing 'nameplate ची माहिती कळली का' under base product 'Personalized Door Nameplate'.
M_SA024_01,KP005,reel,SA024_main.jpg,/data/shubham_art/media/SA024_main.jpg,https://www.instagram.com/shubham__art/reel/DKzfRQ2vmd-/,Visual variant showing 'Name plate' under base product 'Personalized Door Nameplate'.
M_SA031_01,KP005,reel,SA031_main.jpg,/data/shubham_art/media/SA031_main.jpg,https://www.instagram.com/shubham__art/reel/DNJBkmYvBPw/,Visual variant showing 'Nameplate Collection' under base product 'Personalized Door Nameplate'.
M_SA036_01,KP005,reel,SA036_main.jpg,/data/shubham_art/media/SA036_main.jpg,https://www.instagram.com/shubham__art/reel/DPNnxqokxOs/,Visual variant showing 'OfficeName Plate' under base product 'Personalized Door Nameplate'.
M_SA049_01,KP005,reel,SA049_main.jpg,/data/shubham_art/media/SA049_main.jpg,https://www.instagram.com/shubham__art/reel/DU7OFSZE50w/,Visual variant showing 'छत्रपती शिवाजी महाराज नेमप्लेट' under base product 'Personalized Door Nameplate'.
M_SA003_01,KP006,reel,SA003_main.jpg,/data/shubham_art/media/SA003_main.jpg,https://www.instagram.com/shubham__art/reel/DNikJDwvY45/,Visual variant showing 'Wooden name stand' under base product 'Personalized Desk Name Stand'.
M_SA011_01,KP006,reel,SA011_main.jpg,/data/shubham_art/media/SA011_main.jpg,https://www.instagram.com/shubham__art/reel/DMiGshytYZB/,Visual variant showing 'Wooden Name stand' under base product 'Personalized Desk Name Stand'.
M_SA035_01,KP007,reel,SA035_main.jpg,/data/shubham_art/media/SA035_main.jpg,https://www.instagram.com/shubham__art/reel/DPGAF96Auff/,Visual variant showing 'Wooden name stand with pen' under base product 'Personalized Desk Name Stand with Pen Holder'.
M_SA038_01,KP007,reel,SA038_main.jpg,/data/shubham_art/media/SA038_main.jpg,https://www.instagram.com/shubham__art/reel/DQ8wmY5AnR9/,Visual variant showing 'wooden Stand with pen' under base product 'Personalized Desk Name Stand with Pen Holder'.
M_SA048_01,KP007,reel,SA048_main.jpg,/data/shubham_art/media/SA048_main.jpg,https://www.instagram.com/shubham__art/reel/DTFP0lIE0ap/,Visual variant showing 'advocate pen with stand' under base product 'Personalized Desk Name Stand with Pen Holder'.
M_SA047_01,KP008,reel,SA047_main.jpg,/data/shubham_art/media/SA047_main.jpg,https://www.instagram.com/shubham__art/reel/DT2vka6k8LP/,Visual variant showing 'WOODEN PEN STAND' under base product 'Custom Wooden Pen Stand & Organizer'.
M_SA010_01,KP009,reel,SA010_main.jpg,/data/shubham_art/media/SA010_main.jpg,https://www.instagram.com/shubham__art/reel/DRL8jAcDBW1/,Visual variant showing 'Name pen' under base product 'Custom Engraved Name Pen'.
M_SA020_01,KP009,reel,SA020_main.jpg,/data/shubham_art/media/SA020_main.jpg,https://www.instagram.com/shubham__art/reel/DIwVEpTN18n/,Visual variant showing 'Dm for pen orders' under base product 'Custom Engraved Name Pen'.
M_SA030_01,KP009,reel,SA030_main.jpg,/data/shubham_art/media/SA030_main.jpg,https://www.instagram.com/shubham__art/reel/DNAax45NJ2V/,Visual variant showing 'Name pen' under base product 'Custom Engraved Name Pen'.
M_SA063_01,KP009,reel,SA063_main.jpg,/data/shubham_art/media/SA063_main.jpg,https://www.instagram.com/shubham__art/reel/DW21hHhk6kf/,Visual variant showing 'Personalized elegance in every stroke' under base product 'Custom Engraved Name Pen'.
M_SA019_01,KP010,reel,SA019_main.jpg,/data/shubham_art/media/SA019_main.jpg,https://www.instagram.com/shubham__art/reel/DHv0tacN1au/,Visual variant showing 'Personalized name water bottle' under base product 'Custom Engraved Stainless Steel Bottle'.
M_SA041_01,KP010,reel,SA041_main.jpg,/data/shubham_art/media/SA041_main.jpg,https://www.instagram.com/shubham__art/reel/DRERx02kyeT/,Visual variant showing 'Personalized Engraved Bottle' under base product 'Custom Engraved Stainless Steel Bottle'.
M_SA052_01,KP011,reel,SA052_main.jpg,/data/shubham_art/media/SA052_main.jpg,https://www.instagram.com/shubham__art/reel/DUNQtDWk2lO/,Visual variant showing 'Personalized Diary' under base product 'Custom Leatherette Diary'.
M_SA056_01,KP012,reel,SA056_main.jpg,/data/shubham_art/media/SA056_main.jpg,https://www.instagram.com/shubham__art/reel/DUuf7yQE-bF/,Visual variant showing 'Precious Combo set' under base product 'Executive Diary & Engraved Pen Gift Set'.
M_SA059_01,KP012,reel,SA059_main.jpg,/data/shubham_art/media/SA059_main.jpg,https://www.instagram.com/shubham__art/reel/DVL8KyMk_R4/,Visual variant showing 'Looking for premium customized gifting solutions for your br' under base product 'Executive Diary & Engraved Pen Gift Set'.
M_SA005_01,KP013,reel,SA005_main.jpg,/data/shubham_art/media/SA005_main.jpg,https://www.instagram.com/shubham__art/reel/DL1TdOGt2Tj/,Visual variant showing 'Acrylic UV Print' under base product 'Custom Acrylic / ACP UV Printed Photo Plaque'.
M_SA040_01,KP013,reel,SA040_main.jpg,/data/shubham_art/media/SA040_main.jpg,https://www.instagram.com/shubham__art/reel/DR05Ds2gtxJ/,Visual variant showing 'ACP UV PRINT' under base product 'Custom Acrylic / ACP UV Printed Photo Plaque'.
M_SA007_01,KP014,reel,SA007_main.jpg,/data/shubham_art/media/SA007_main.jpg,https://www.instagram.com/shubham__art/reel/DPsiUffk66J/,Visual variant showing 'Trophy' under base product 'Custom Acrylic Trophy & Memento'.
M_SA029_01,KP014,reel,SA029_main.jpg,/data/shubham_art/media/SA029_main.jpg,https://www.instagram.com/shubham__art/reel/DMzgQtIvaBg/,Visual variant showing 'Rakshabandhan Gift trending' under base product 'Custom Acrylic Trophy & Memento'.
M_SA051_01,KP014,reel,SA051_main.jpg,/data/shubham_art/media/SA051_main.jpg,https://www.instagram.com/shubham__art/reel/DUMuuwKgjL4/,Visual variant showing 'Momentoo jayshankar' under base product 'Custom Acrylic Trophy & Memento'.
M_SA057_01,KP015,reel,SA057_main.jpg,/data/shubham_art/media/SA057_main.jpg,https://www.instagram.com/shubham__art/reel/DUxA7wqk-dA/,Visual variant showing 'His name Her love Forever connected' under base product 'Personalized Metal Kada / Bracelet'.
M_SA055_01,KP016,reel,SA055_main.jpg,/data/shubham_art/media/SA055_main.jpg,https://www.instagram.com/shubham__art/reel/DUaF8IAE6-v/,Visual variant showing 'When pearls meet perfection' under base product 'Custom Pearl Pendant Necklace'.
M_SA006_01,KP017,reel,SA006_main.jpg,/data/shubham_art/media/SA006_main.jpg,https://www.instagram.com/shubham__art/reel/DJ6H2bWty5R/,Visual variant showing 'Get your pet personalized dog cats nametag' under base product 'Custom Engraved Pet Name Tag'.
M_SA022_01,KP018,reel,SA022_main.jpg,/data/shubham_art/media/SA022_main.jpg,https://www.instagram.com/shubham__art/reel/DK7BrZcNCHY/,Visual variant showing 'Bunglow Letters' under base product 'Custom 3D Metal / Acrylic Letters'.
M_SA026_01,KP018,reel,SA026_main.jpg,/data/shubham_art/media/SA026_main.jpg,https://www.instagram.com/shubham__art/reel/DM4hD0at84G/,Visual variant showing 'SS ROSE GOLD TITANIUM' under base product 'Custom 3D Metal / Acrylic Letters'.
M_SA014_01,KP019,reel,SA014_main.jpg,/data/shubham_art/media/SA014_main.jpg,https://www.instagram.com/shubham__art/reel/DPRv2Zvk-9n/,Visual variant showing 'Signange work' under base product 'Custom Business Signage & Branding Plate'.
M_SA037_01,KP019,reel,SA037_main.jpg,/data/shubham_art/media/SA037_main.jpg,https://www.instagram.com/shubham__art/reel/DPjYkSyE7Ow/,Visual variant showing 'Signange will done here' under base product 'Custom Business Signage & Branding Plate'.
M_SA039_01,KP019,reel,SA039_main.jpg,/data/shubham_art/media/SA039_main.jpg,https://www.instagram.com/shubham__art/reel/DQwumwFgiaM/,Visual variant showing 'Machine Plate' under base product 'Custom Business Signage & Branding Plate'.
M_SA044_01,KP019,reel,SA044_main.jpg,/data/shubham_art/media/SA044_main.jpg,https://www.instagram.com/shubham__art/reel/DRxLj-Ok0Yi/,Visual variant showing 'All Sigange work done here' under base product 'Custom Business Signage & Branding Plate'.
M_SA046_01,KP019,reel,SA046_main.jpg,/data/shubham_art/media/SA046_main.jpg,https://www.instagram.com/shubham__art/reel/DSh2Gb4k8JG/,Visual variant showing 'Saffron Packaging and Shopping' under base product 'Custom Business Signage & Branding Plate'.
M_SA004_01,KP020,reel,SA004_main.jpg,/data/shubham_art/media/SA004_main.jpg,https://www.instagram.com/shubham__art/reel/DQ-2gN8Exeg/,Visual variant showing 'नारायण' under base product 'Custom Religious / Decorative Art Plaque'.
M_SA050_01,KP020,reel,SA050_main.jpg,/data/shubham_art/media/SA050_main.jpg,https://www.instagram.com/shubham__art/reel/DUApjRHE7VW/,Visual variant showing 'व्यंकटेश  बोरन्हान 2K26' under base product 'Custom Religious / Decorative Art Plaque'.
M_SA008_01,KP021,reel,SA008_main.jpg,/data/shubham_art/media/SA008_main.jpg,https://www.instagram.com/shubham__art/reel/DI87o-CinQB/,Visual variant showing 'Custom Design (Post SA008)' under base product 'Non-Catalog Brand Showcase'.
M_SA013_01,KP021,reel,SA013_main.jpg,/data/shubham_art/media/SA013_main.jpg,https://www.instagram.com/shubham__art/reel/DMTI_LVts0k/,Visual variant showing 'Uv marking machine' under base product 'Non-Catalog Brand Showcase'.
M_SA017_01,KP021,image,SA017_main.jpg,/data/shubham_art/media/SA017_main.jpg,https://www.instagram.com/shubham__art/p/CB6EM4FnbEc/,Visual variant showing 'Custom Design (Post SA017)' under base product 'Non-Catalog Brand Showcase'.
M_SA025_01,KP021,reel,SA025_main.jpg,/data/shubham_art/media/SA025_main.jpg,https://www.instagram.com/shubham__art/reel/DM2Y7lwPqCP/,Visual variant showing 'Custom Design (Post SA025)' under base product 'Non-Catalog Brand Showcase'.
M_SA027_01,KP021,reel,SA027_main.jpg,/data/shubham_art/media/SA027_main.jpg,https://www.instagram.com/shubham__art/reel/DMaNX0KN41s/,Visual variant showing 'Dm for order 8421949875' under base product 'Non-Catalog Brand Showcase'.
M_SA028_01,KP021,reel,SA028_main.jpg,/data/shubham_art/media/SA028_main.jpg,https://www.instagram.com/shubham__art/reel/DMlKCvyN10T/,Visual variant showing 'RakshaBandhan Gift 10' under base product 'Non-Catalog Brand Showcase'.
M_SA032_01,KP021,reel,SA032_main.jpg,/data/shubham_art/media/SA032_main.jpg,https://www.instagram.com/shubham__art/reel/DNcR2pICXbO/,Visual variant showing 'Custom Design (Post SA032)' under base product 'Non-Catalog Brand Showcase'.
M_SA034_01,KP021,reel,SA034_main.jpg,/data/shubham_art/media/SA034_main.jpg,https://www.instagram.com/shubham__art/reel/DOBZdwWgY9bj5Fe2w3bCpQAF3M2gueWeuPAlIA0/,Visual variant showing 'Custom Design (Post SA034)' under base product 'Non-Catalog Brand Showcase'.
M_SA042_01,KP021,reel,SA042_main.jpg,/data/shubham_art/media/SA042_main.jpg,https://www.instagram.com/shubham__art/reel/DRJZJV3E868/,Visual variant showing 'Custom Design (Post SA042)' under base product 'Non-Catalog Brand Showcase'.
M_SA045_01,KP021,reel,SA045_main.jpg,/data/shubham_art/media/SA045_main.jpg,https://www.instagram.com/shubham__art/reel/DSfPc_WCIvkZB2ETow_GDPMfiijrqj_qz9bqa80/,Visual variant showing 'Custom Design (Post SA045)' under base product 'Non-Catalog Brand Showcase'.
M_SA054_01,KP021,reel,SA054_main.jpg,/data/shubham_art/media/SA054_main.jpg,https://www.instagram.com/shubham__art/reel/DUV3buPgmsV/,Visual variant showing 'Because some names deserve to be remembered forever' under base product 'Non-Catalog Brand Showcase'.
M_SA060_01,KP021,reel,SA060_main.jpg,/data/shubham_art/media/SA060_main.jpg,https://www.instagram.com/shubham__art/reel/DVhoB-kkhHA/,Visual variant showing 'Custom Design (Post SA060)' under base product 'Non-Catalog Brand Showcase'.
M_SA061_01,KP021,reel,SA061_main.jpg,/data/shubham_art/media/SA061_main.jpg,https://www.instagram.com/shubham__art/reel/DVrGZOyk8b1/,Visual variant showing 'For orders' under base product 'Non-Catalog Brand Showcase'.
